cod;nome;período;valor
50;MS;2008;639
27;AL;2008;1804
25;PB;2008;942
24;RN;2008;655
23;CE;2008;1902
22;PI;2008;323
21;MA;2008;1196
29;BA;2008;4485
17;TO;2008;216
16;AP;2008;196
15;PA;2008;2687
14;RR;2008;90
13;AM;2008;767
12;AC;2008;120
11;RO;2008;440
16;AP;2009;178
33;RJ;2009;5000
28;SE;2009;617
22;PI;2009;354
35;SP;2009;5882
51;MT;2009;905
23;CE;2009;2025
42;SC;2009;726
27;AL;2009;1762
25;PB;2009;1164
14;RR;2009;94
31;MG;2009;3340
15;PA;2009;2802
41;PR;2009;3361
17;TO;2009;258
12;AC;2009;137
24;RN;2009;743
32;ES;2009;1769
26;PE;2009;3656
29;BA;2009;5078
50;MS;2009;660
53;DF;2009;806
43;RS;2009;2017
11;RO;2009;486
52;GO;2009;1733
13;AM;2009;849
21;MA;2009;1311
51;MT;2010;890
50;MS;2010;579
21;MA;2010;1402
11;RO;2010;508
22;PI;2010;371
12;AC;2010;146
26;PE;2010;3226
53;DF;2010;720
52;GO;2010;1795
13;AM;2010;1017
42;SC;2010;712
24;RN;2010;739
23;CE;2010;2515
14;RR;2010;110
41;PR;2010;3248
15;PA;2010;3286
27;AL;2010;1950
25;PB;2010;1336
35;SP;2010;5355
33;RJ;2010;5310
16;AP;2010;244
32;ES;2010;1618
43;RS;2010;1856
17;TO;2010;293
31;MG;2010;3236
28;SE;2010;633
29;BA;2010;5398
51;MT;2011;920
42;SC;2011;737
13;AM;2011;1210
11;RO;2011;401
16;AP;2011;190
32;ES;2011;1505
24;RN;2011;978
52;GO;2011;2005
21;MA;2011;1460
43;RS;2011;1869
25;PB;2011;1474
12;AC;2011;146
53;DF;2011;823
50;MS;2011;595
17;TO;2011;311
41;PR;2011;3086
14;RR;2011;84
31;MG;2011;3804
15;PA;2011;2881
35;SP;2011;5257
26;PE;2011;3202
29;BA;2011;5089
27;AL;2011;2106
22;PI;2011;408
28;SE;2011;671
23;CE;2011;2603
33;RJ;2011;4403
41;PR;2012;3162
25;PB;2012;1388
23;CE;2012;3621
26;PE;2012;3106
27;AL;2012;1913
43;RS;2012;2135
21;MA;2012;1662
50;MS;2012;606
51;MT;2012;972
29;BA;2012;5702
28;SE;2012;817
31;MG;2012;4100
17;TO;2012;330
32;ES;2012;1504
16;AP;2012;236
33;RJ;2012;4386
15;PA;2012;2993
35;SP;2012;5920
14;RR;2012;126
42;SC;2012;717
13;AM;2012;1225
52;GO;2012;2540
12;AC;2012;192
53;DF;2012;875
