cod;nome;período;valor
43;RS;2022;250
42;SC;2022;93
26;PE;2022;229
12;AC;2022;23
31;MG;2022;272
51;MT;2022;108
15;PA;2022;203
17;TO;2022;30
13;AM;2022;118
11;RO;2022;65
33;RJ;2022;253
21;MA;2022;127
50;MS;2022;71
27;AL;2022;77
22;PI;2022;67
25;PB;2022;84
35;SP;2022;373
24;RN;2022;71
52;GO;2022;146
41;PR;2022;240
14;RR;2022;31
23;CE;2022;275
29;BA;2022;411
32;ES;2022;102
28;SE;2022;36
53;DF;2022;35
16;AP;2022;16
41;PR;2023;230
31;MG;2023;280
51;MT;2023;103
32;ES;2023;99
11;RO;2023;54
12;AC;2023;18
13;AM;2023;122
14;RR;2023;31
15;PA;2023;192
16;AP;2023;15
17;TO;2023;30
21;MA;2023;139
22;PI;2023;66
23;CE;2023;248
24;RN;2023;63
29;BA;2023;463
35;SP;2023;389
26;PE;2023;290
33;RJ;2023;334
43;RS;2023;224
25;PB;2023;79
42;SC;2023;105
50;MS;2023;48
28;SE;2023;41
53;DF;2023;44
27;AL;2023;75
52;GO;2023;121
