cod;nome;período;valor
16;AP;2014;14
15;PA;2014;194
14;RR;2014;46
13;AM;2014;92
12;AC;2014;35
28;SE;2014;79
27;AL;2014;71
26;PE;2014;344
11;RO;2014;127
16;AP;2015;12
27;AL;2015;54
22;PI;2015;52
24;RN;2015;147
50;MS;2015;205
14;RR;2015;36
43;RS;2015;2024
42;SC;2015;662
23;CE;2015;210
35;SP;2015;2414
28;SE;2015;72
29;BA;2015;333
26;PE;2015;370
12;AC;2015;25
53;DF;2015;120
21;MA;2015;240
25;PB;2015;76
52;GO;2015;601
13;AM;2015;100
32;ES;2015;163
31;MG;2015;1009
15;PA;2015;202
33;RJ;2015;1238
51;MT;2015;221
11;RO;2015;129
41;PR;2015;2048
17;TO;2015;92
32;ES;2016;126
31;MG;2016;1054
26;PE;2016;490
15;PA;2016;243
42;SC;2016;654
16;AP;2016;11
22;PI;2016;45
43;RS;2016;2163
14;RR;2016;33
41;PR;2016;2180
50;MS;2016;211
51;MT;2016;218
11;RO;2016;158
13;AM;2016;84
52;GO;2016;582
53;DF;2016;121
21;MA;2016;247
12;AC;2016;39
28;SE;2016;73
35;SP;2016;2284
23;CE;2016;195
24;RN;2016;185
17;TO;2016;87
27;AL;2016;28
25;PB;2016;68
29;BA;2016;392
33;RJ;2016;1383
33;RJ;2017;1497
24;RN;2017;178
21;MA;2017;169
35;SP;2017;2094
11;RO;2017;123
28;SE;2017;67
31;MG;2017;974
26;PE;2017;580
15;PA;2017;308
22;PI;2017;46
14;RR;2017;50
29;BA;2017;428
23;CE;2017;291
13;AM;2017;130
50;MS;2017;209
32;ES;2017;161
41;PR;2017;1838
42;SC;2017;701
43;RS;2017;2211
52;GO;2017;501
17;TO;2017;96
16;AP;2017;22
25;PB;2017;85
53;DF;2017;109
27;AL;2017;29
12;AC;2017;68
51;MT;2017;222
41;PR;2018;1601
27;AL;2018;22
11;RO;2018;103
35;SP;2018;1642
16;AP;2018;24
29;BA;2018;386
32;ES;2018;111
28;SE;2018;48
15;PA;2018;269
24;RN;2018;193
52;GO;2018;482
21;MA;2018;170
12;AC;2018;43
26;PE;2018;509
17;TO;2018;81
25;PB;2018;55
53;DF;2018;97
23;CE;2018;341
14;RR;2018;76
43;RS;2018;1786
13;AM;2018;106
22;PI;2018;41
31;MG;2018;728
33;RJ;2018;1488
42;SC;2018;591
51;MT;2018;193
50;MS;2018;182
24;RN;2019;116
50;MS;2019;146
21;MA;2019;165
15;PA;2019;201
13;AM;2019;172
25;PB;2019;45
51;MT;2019;157
16;AP;2019;8
11;RO;2019;103
52;GO;2019;422
31;MG;2019;648
35;SP;2019;1377
12;AC;2019;30
32;ES;2019;90
42;SC;2019;488
53;DF;2019;83
28;SE;2019;36
26;PE;2019;477
23;CE;2019;149
33;RJ;2019;851
29;BA;2019;303
22;PI;2019;43
27;AL;2019;9
41;PR;2019;1332
17;TO;2019;73
14;RR;2019;48
43;RS;2019;1446
17;TO;2020;70
24;RN;2020;110
16;AP;2020;17
35;SP;2020;1453
11;RO;2020;89
15;PA;2020;176
27;AL;2020;10
22;PI;2020;66
31;MG;2020;660
52;GO;2020;404
41;PR;2020;1372
32;ES;2020;122
21;MA;2020;201
25;PB;2020;67
50;MS;2020;141
51;MT;2020;182
29;BA;2020;360
14;RR;2020;48
43;RS;2020;1377
23;CE;2020;201
26;PE;2020;497
33;RJ;2020;1056
13;AM;2020;125
42;SC;2020;472
28;SE;2020;44
53;DF;2020;107
12;AC;2020;32
35;SP;2021;1328
17;TO;2021;57
15;PA;2021;152
21;MA;2021;197
22;PI;2021;66
14;RR;2021;56
43;RS;2021;1223
50;MS;2021;135
13;AM;2021;137
51;MT;2021;191
52;GO;2021;333
12;AC;2021;18
53;DF;2021;69
28;SE;2021;44
23;CE;2021;215
24;RN;2021;96
27;AL;2021;12
42;SC;2021;451
29;BA;2021;351
26;PE;2021;515
31;MG;2021;611
32;ES;2021;126
25;PB;2021;76
33;RJ;2021;1038
11;RO;2021;117
41;PR;2021;1286
16;AP;2021;10
11;RO;2022;119
17;TO;2022;63
52;GO;2022;294
29;BA;2022;384
51;MT;2022;223
13;AM;2022;168
53;DF;2022;63
28;SE;2022;37
12;AC;2022;21
50;MS;2022;175
25;PB;2022;123
43;RS;2022;1276
14;RR;2022;45
23;CE;2022;209
24;RN;2022;108
16;AP;2022;9
41;PR;2022;1357
35;SP;2022;1372
22;PI;2022;78
33;RJ;2022;814
21;MA;2022;170
27;AL;2022;14
31;MG;2022;593
42;SC;2022;426
26;PE;2022;480
15;PA;2022;205
32;ES;2022;150
13;AM;2023;167
26;PE;2023;834
29;BA;2023;310
28;SE;2023;35
25;PB;2023;87
15;PA;2023;179
24;RN;2023;70
27;AL;2023;6
23;CE;2023;238
17;TO;2023;52
33;RJ;2023;512
53;DF;2023;57
12;AC;2023;21
52;GO;2023;277
16;AP;2023;5
35;SP;2023;1178
11;RO;2023;89
51;MT;2023;216
32;ES;2023;177
50;MS;2023;167
42;SC;2023;366
43;RS;2023;1282
14;RR;2023;59
22;PI;2023;49
41;PR;2023;1028
21;MA;2023;205
31;MG;2023;612
